Site-Specific Likelihood Analysis for Clade_7
==================================================

Supporting sites: 693
Conflicting sites: 205
Neutral sites: 1
Support ratio: 3.3805
Sum of supporting deltas: -93.4764
Sum of conflicting deltas: 46.5712
Weighted support ratio: 2.0072

Site	ML_Tree_lnL	Constrained_lnL	Delta_lnL	Supports_Branch
93	2.794078	2.819596	-0.025518	True
94	9.949103	9.967883	-0.018780	True
95	2.794078	2.819596	-0.025518	True
96	7.281431	7.294697	-0.013266	True
97	10.475165	10.366918	0.108247	False
98	2.794078	2.819596	-0.025518	True
99	2.794078	2.819596	-0.025518	True
100	13.758533	13.769938	-0.011405	True
101	2.794078	2.819596	-0.025518	True
102	10.254758	10.255773	-0.001015	True
103	6.737425	6.749790	-0.012365	True
104	2.794078	2.819596	-0.025518	True
105	2.794078	2.819596	-0.025518	True
106	2.794078	2.819596	-0.025518	True
107	10.804092	10.809700	-0.005608	True
108	8.104812	8.149846	-0.045035	True
109	14.175612	14.451089	-0.275477	True
110	5.545792	5.601623	-0.055831	True
111	2.794078	2.819596	-0.025518	True
112	14.682558	14.198433	0.484126	False
113	8.389829	8.404947	-0.015118	True
114	2.794078	2.819596	-0.025518	True
115	14.865507	14.836532	0.028976	False
116	2.794078	2.819596	-0.025518	True
117	7.341305	6.807992	0.533314	False
118	10.488727	10.512608	-0.023881	True
119	2.794078	2.819596	-0.025518	True
120	2.794078	2.819596	-0.025518	True
121	15.131063	15.147609	-0.016546	True
122	5.819781	5.850317	-0.030535	True
123	2.794078	2.819596	-0.025518	True
124	17.653399	15.807681	1.845719	False
125	2.794078	2.819596	-0.025518	True
126	2.794078	2.819596	-0.025518	True
127	2.794078	2.819596	-0.025518	True
128	6.090844	6.115529	-0.024685	True
129	6.006206	6.030266	-0.024060	True
130	17.483258	15.529333	1.953926	False
131	9.116416	9.146017	-0.029600	True
132	2.794078	2.819596	-0.025518	True
133	5.819781	5.850317	-0.030535	True
134	8.104812	8.149846	-0.045035	True
135	2.794078	2.819596	-0.025518	True
136	10.018528	10.026026	-0.007498	True
137	2.794078	2.819596	-0.025518	True
138	2.794078	2.819596	-0.025518	True
139	11.878406	11.580691	0.297715	False
140	6.923418	6.937180	-0.013762	True
141	2.794078	2.819596	-0.025518	True
142	14.119798	14.087422	0.032375	False
143	5.531405	5.551151	-0.019746	True
144	8.723215	8.741830	-0.018614	True
145	2.794078	2.819596	-0.025518	True
146	2.794078	2.819596	-0.025518	True
147	5.545792	5.601623	-0.055831	True
148	14.774151	14.839319	-0.065167	True
149	15.602762	15.164168	0.438594	False
150	6.196371	6.180471	0.015900	False
151	14.854950	17.751405	-2.896454	True
152	2.794078	2.819596	-0.025518	True
153	2.794078	2.819596	-0.025518	True
154	2.794078	2.819596	-0.025518	True
155	2.794078	2.819596	-0.025518	True
156	2.794078	2.819596	-0.025518	True
157	2.794078	2.819596	-0.025518	True
158	9.872200	9.892609	-0.020409	True
159	2.794078	2.819596	-0.025518	True
160	18.930978	18.390292	0.540686	False
161	9.291438	9.305298	-0.013860	True
162	9.186005	9.122815	0.063190	False
163	10.177077	10.022366	0.154710	False
164	2.794078	2.819596	-0.025518	True
165	2.794078	2.819596	-0.025518	True
166	6.196371	6.180471	0.015900	False
167	2.794078	2.819596	-0.025518	True
168	5.545792	5.601623	-0.055831	True
169	5.545792	5.601623	-0.055831	True
170	5.531405	5.551151	-0.019746	True
171	2.794078	2.819596	-0.025518	True
172	9.336232	9.320672	0.015561	False
173	11.867323	11.965979	-0.098656	True
174	2.794078	2.819596	-0.025518	True
175	9.512114	9.393073	0.119041	False
176	2.794078	2.819596	-0.025518	True
177	2.794078	2.819596	-0.025518	True
178	6.698171	6.728639	-0.030468	True
179	2.794078	2.819596	-0.025518	True
180	2.794078	2.819596	-0.025518	True
181	14.459815	14.191820	0.267995	False
182	2.794078	2.819596	-0.025518	True
183	2.794078	2.819596	-0.025518	True
184	6.698171	6.728639	-0.030468	True
185	10.281942	10.938509	-0.656566	True
186	2.794078	2.819596	-0.025518	True
187	5.531405	5.551151	-0.019746	True
188	2.794078	2.819596	-0.025518	True
189	2.794078	2.819596	-0.025518	True
190	6.284607	5.995358	0.289248	False
191	12.160821	12.211405	-0.050584	True
192	2.794078	2.819596	-0.025518	True
193	12.112137	12.121788	-0.009651	True
194	8.524423	8.582989	-0.058566	True
195	2.794078	2.819596	-0.025518	True
196	14.295808	13.799631	0.496177	False
197	2.794078	2.819596	-0.025518	True
198	2.794078	2.819596	-0.025518	True
199	13.907682	13.639737	0.267946	False
200	2.794078	2.819596	-0.025518	True
201	2.794078	2.819596	-0.025518	True
202	15.727825	15.693032	0.034793	False
203	6.196371	6.180471	0.015900	False
204	2.794078	2.819596	-0.025518	True
205	13.560872	13.252348	0.308524	False
206	8.389829	8.404947	-0.015118	True
207	2.794078	2.819596	-0.025518	True
208	16.044383	16.092796	-0.048413	True
209	2.794078	2.819596	-0.025518	True
210	2.794078	2.819596	-0.025518	True
211	22.361432	22.172733	0.188699	False
212	2.794078	2.819596	-0.025518	True
213	2.794078	2.819596	-0.025518	True
214	6.774787	6.661525	0.113262	False
215	5.545792	5.601623	-0.055831	True
216	2.794078	2.819596	-0.025518	True
217	9.251079	9.265481	-0.014402	True
218	5.545792	5.601623	-0.055831	True
219	10.072328	9.536095	0.536233	False
220	11.566855	11.621406	-0.054551	True
221	5.545792	5.601623	-0.055831	True
222	5.545792	5.601623	-0.055831	True
223	10.763545	10.666089	0.097456	False
224	6.764234	6.761035	0.003199	False
225	5.819781	5.850317	-0.030535	True
226	11.099248	11.116152	-0.016904	True
227	16.100853	16.714589	-0.613736	True
228	6.006206	6.030266	-0.024060	True
229	11.048164	11.076983	-0.028820	True
230	12.725341	14.538299	-1.812958	True
231	2.794078	2.819596	-0.025518	True
232	12.516951	12.520270	-0.003319	True
233	14.046052	13.478099	0.567953	False
234	6.284607	5.995358	0.289248	False
235	15.697393	15.670656	0.026736	False
236	2.794078	2.819596	-0.025518	True
237	2.794078	2.819596	-0.025518	True
238	12.754849	12.780272	-0.025424	True
239	2.794078	2.819596	-0.025518	True
240	2.794078	2.819596	-0.025518	True
241	11.872437	11.580646	0.291792	False
242	2.794078	2.819596	-0.025518	True
243	2.794078	2.819596	-0.025518	True
244	13.784999	13.807691	-0.022692	True
245	6.090844	6.115529	-0.024685	True
246	2.794078	2.819596	-0.025518	True
247	12.031205	11.763973	0.267232	False
248	8.723215	8.741830	-0.018614	True
249	2.794078	2.819596	-0.025518	True
250	12.225101	12.110339	0.114762	False
251	8.253879	8.303064	-0.049185	True
252	13.251675	13.359141	-0.107466	True
253	12.181697	11.978364	0.203333	False
254	2.794078	2.819596	-0.025518	True
255	2.794078	2.819596	-0.025518	True
256	16.148097	15.751192	0.396905	False
257	6.876515	9.784206	-2.907691	True
258	2.794078	2.819596	-0.025518	True
259	14.494810	12.537007	1.957802	False
260	15.405429	14.538202	0.867228	False
261	6.090844	6.115529	-0.024685	True
262	14.917678	14.889091	0.028586	False
263	14.959540	14.959074	0.000467	False
264	2.794078	2.819596	-0.025518	True
265	16.792543	18.470819	-1.678276	True
266	5.531405	5.551151	-0.019746	True
267	6.196371	6.180471	0.015900	False
268	10.220177	10.233101	-0.012924	True
269	2.794078	2.819596	-0.025518	True
270	2.794078	2.819596	-0.025518	True
271	13.619603	13.589452	0.030151	False
272	18.250635	18.600842	-0.350207	True
273	6.774787	6.661525	0.113262	False
274	17.581086	17.276403	0.304683	False
275	2.794078	2.819596	-0.025518	True
276	2.794078	2.819596	-0.025518	True
277	12.394423	12.429138	-0.034716	True
278	6.090844	6.115529	-0.024685	True
279	5.531405	5.551151	-0.019746	True
280	7.856222	7.858406	-0.002185	True
281	8.035205	8.055669	-0.020465	True
282	2.794078	2.819596	-0.025518	True
283	7.856222	7.858406	-0.002185	True
284	7.079502	7.146306	-0.066804	True
285	2.794078	2.819596	-0.025518	True
286	16.440619	16.299698	0.140921	False
287	2.794078	2.819596	-0.025518	True
288	2.794078	2.819596	-0.025518	True
289	14.087502	14.084708	0.002794	False
290	6.284607	5.995358	0.289248	False
291	2.794078	2.819596	-0.025518	True
292	8.524422	8.582989	-0.058567	True
293	2.794078	2.819596	-0.025518	True
294	2.794078	2.819596	-0.025518	True
295	16.826086	17.104189	-0.278103	True
296	2.794078	2.819596	-0.025518	True
297	2.794078	2.819596	-0.025518	True
298	6.196371	6.180471	0.015900	False
299	2.794078	2.819596	-0.025518	True
300	2.794078	2.819596	-0.025518	True
301	17.146245	16.914971	0.231274	False
302	2.794078	2.819596	-0.025518	True
303	2.794078	2.819596	-0.025518	True
304	19.036408	17.869390	1.167018	False
305	8.553563	8.588349	-0.034786	True
306	2.794078	2.819596	-0.025518	True
307	13.481326	13.158521	0.322805	False
308	2.794078	2.819596	-0.025518	True
309	2.794078	2.819596	-0.025518	True
310	13.682346	13.691030	-0.008684	True
311	5.531405	5.551151	-0.019746	True
312	5.545792	5.601623	-0.055831	True
313	12.775484	12.496045	0.279439	False
314	5.545792	5.601623	-0.055831	True
315	12.956804	12.963465	-0.006661	True
316	14.542706	14.560439	-0.017733	True
317	5.545792	5.601623	-0.055831	True
318	8.827682	8.846241	-0.018559	True
319	8.268473	8.315020	-0.046548	True
320	6.923418	6.937180	-0.013762	True
321	6.923418	6.937180	-0.013762	True
322	5.531405	5.551151	-0.019746	True
323	2.794078	2.819596	-0.025518	True
324	2.794078	2.819596	-0.025518	True
325	5.545792	5.601623	-0.055831	True
326	6.876515	9.784207	-2.907691	True
327	2.794078	2.819596	-0.025518	True
328	7.079502	7.146306	-0.066804	True
329	2.794078	2.819596	-0.025518	True
330	2.794078	2.819596	-0.025518	True
331	12.837552	12.618053	0.219500	False
332	21.881612	22.968201	-1.086589	True
333	6.196371	6.180471	0.015900	False
334	6.698171	6.728639	-0.030468	True
335	5.531405	5.551151	-0.019746	True
336	9.021928	8.726914	0.295014	False
337	8.837167	8.887136	-0.049969	True
338	2.794078	2.819596	-0.025518	True
339	2.794078	2.819596	-0.025518	True
340	7.737843	7.635370	0.102473	False
341	6.737425	6.749790	-0.012365	True
342	2.794078	2.819596	-0.025518	True
343	10.792840	10.793120	-0.000280	True
344	5.545792	5.601623	-0.055831	True
345	5.545792	5.601623	-0.055831	True
346	6.196371	6.180471	0.015900	False
347	5.819781	5.850317	-0.030535	True
348	8.268473	8.315020	-0.046548	True
349	17.136846	16.982511	0.154335	False
350	5.819781	5.850317	-0.030535	True
351	12.712354	12.624875	0.087478	False
352	14.001943	13.995933	0.006011	False
353	2.794078	2.819596	-0.025518	True
354	2.794078	2.819596	-0.025518	True
355	12.231994	12.265252	-0.033258	True
356	5.819781	5.850317	-0.030535	True
357	2.794078	2.819596	-0.025518	True
358	5.531405	5.551151	-0.019746	True
359	2.794078	2.819596	-0.025518	True
360	5.531405	5.551151	-0.019746	True
361	17.104670	17.066418	0.038252	False
362	2.794078	2.819596	-0.025518	True
363	2.794078	2.819596	-0.025518	True
364	15.518782	15.254645	0.264137	False
365	11.158068	11.199870	-0.041802	True
366	5.545792	5.601623	-0.055831	True
367	17.616937	17.376734	0.240203	False
368	6.090844	6.115529	-0.024685	True
369	2.794078	2.819596	-0.025518	True
370	12.248930	12.154134	0.094797	False
371	2.794078	2.819596	-0.025518	True
372	2.794078	2.819596	-0.025518	True
373	5.531405	5.551151	-0.019746	True
374	2.794078	2.819596	-0.025518	True
375	2.794078	2.819596	-0.025518	True
376	6.284607	5.995358	0.289248	False
377	2.794078	2.819596	-0.025518	True
378	2.794078	2.819596	-0.025518	True
379	2.794078	2.819596	-0.025518	True
380	2.794078	2.819596	-0.025518	True
381	2.794078	2.819596	-0.025518	True
382	15.583798	15.249325	0.334473	False
383	2.794078	2.819596	-0.025518	True
384	18.279282	17.365230	0.914053	False
385	16.906029	16.438300	0.467728	False
386	11.671425	11.490455	0.180970	False
387	2.794078	2.819596	-0.025518	True
388	10.365632	9.837879	0.527753	False
389	2.794078	2.819596	-0.025518	True
390	2.794078	2.819596	-0.025518	True
391	10.561989	10.235644	0.326345	False
392	15.846267	15.922199	-0.075932	True
393	5.819781	5.850317	-0.030535	True
394	12.844054	12.858409	-0.014355	True
395	6.801403	6.791539	0.009865	False
396	2.794078	2.819596	-0.025518	True
397	10.066029	9.897916	0.168113	False
398	2.794078	2.819596	-0.025518	True
399	2.794078	2.819596	-0.025518	True
400	5.545792	5.601623	-0.055831	True
401	8.268473	8.315020	-0.046548	True
402	2.794078	2.819596	-0.025518	True
403	9.186004	9.122815	0.063190	False
404	11.612740	11.662219	-0.049479	True
405	9.472986	9.442896	0.030089	False
406	11.158068	11.199870	-0.041801	True
407	2.794078	2.819596	-0.025518	True
408	2.794078	2.819596	-0.025518	True
409	8.553563	8.588349	-0.034786	True
410	11.145727	11.141930	0.003798	False
411	2.794078	2.819596	-0.025518	True
412	20.042034	20.092756	-0.050722	True
413	8.723215	8.741830	-0.018614	True
414	2.794078	2.819596	-0.025518	True
415	6.698171	6.728639	-0.030468	True
416	2.794078	2.819596	-0.025518	True
417	2.794078	2.819596	-0.025518	True
418	18.295435	18.248521	0.046914	False
419	9.310244	9.026079	0.284165	False
420	2.794078	2.819596	-0.025518	True
421	8.268473	8.315020	-0.046548	True
422	11.412497	11.344686	0.067811	False
423	2.794078	2.819596	-0.025518	True
424	13.954279	13.967877	-0.013599	True
425	9.251079	9.265481	-0.014402	True
426	5.531405	5.551151	-0.019746	True
427	12.425172	12.488399	-0.063227	True
428	2.794078	2.819596	-0.025518	True
429	5.545792	5.601623	-0.055831	True
430	6.801403	6.791539	0.009865	False
431	2.794078	2.819596	-0.025518	True
432	2.794078	2.819596	-0.025518	True
433	10.097958	10.087157	0.010801	False
434	6.876515	9.784207	-2.907691	True
435	6.284607	5.995358	0.289248	False
436	15.861176	16.190139	-0.328963	True
437	8.104812	8.149846	-0.045035	True
438	2.794078	2.819596	-0.025518	True
439	13.415023	13.298281	0.116741	False
440	2.794078	2.819596	-0.025518	True
441	2.794078	2.819596	-0.025518	True
442	15.945661	15.485042	0.460618	False
443	12.482629	12.199922	0.282707	False
444	6.764234	6.761036	0.003199	False
445	18.550321	19.075519	-0.525198	True
446	2.794078	2.819596	-0.025518	True
447	2.794078	2.819596	-0.025518	True
448	17.289685	17.094827	0.194858	False
449	9.251079	9.265481	-0.014402	True
450	6.737425	6.749790	-0.012365	True
451	13.462915	13.436037	0.026878	False
452	13.321131	13.098538	0.222593	False
453	5.531405	5.551151	-0.019746	True
454	20.209149	20.049398	0.159752	False
455	8.837167	8.887136	-0.049969	True
456	9.685379	9.356223	0.329156	False
457	9.831216	9.928332	-0.097116	True
458	2.794078	2.819596	-0.025518	True
459	2.794078	2.819596	-0.025518	True
460	2.794078	2.819596	-0.025518	True
461	2.794078	2.819596	-0.025518	True
462	7.391627	7.433303	-0.041676	True
463	5.545792	5.601623	-0.055831	True
464	6.090844	6.115529	-0.024685	True
465	2.794078	2.819596	-0.025518	True
466	2.794078	2.819596	-0.025518	True
467	2.794078	2.819596	-0.025518	True
468	2.794078	2.819596	-0.025518	True
469	2.794078	2.819596	-0.025518	True
470	2.794078	2.819596	-0.025518	True
471	2.794078	2.819596	-0.025518	True
472	2.794078	2.819596	-0.025518	True
473	5.545792	5.601623	-0.055831	True
474	13.377375	13.352145	0.025230	False
475	8.095085	8.117850	-0.022764	True
476	2.794078	2.819596	-0.025518	True
477	2.794078	2.819596	-0.025518	True
478	2.794078	2.819596	-0.025518	True
479	2.794078	2.819596	-0.025518	True
480	2.794078	2.819596	-0.025518	True
481	2.794078	2.819596	-0.025518	True
482	11.060907	11.086389	-0.025482	True
483	6.876515	9.784207	-2.907691	True
484	2.794078	2.819596	-0.025518	True
485	2.794078	2.819596	-0.025518	True
486	2.794078	2.819596	-0.025518	True
487	6.698171	6.728639	-0.030468	True
488	2.794078	2.819596	-0.025518	True
489	2.794078	2.819596	-0.025518	True
490	2.794078	2.819596	-0.025518	True
491	2.794078	2.819596	-0.025518	True
492	2.794078	2.819596	-0.025518	True
493	5.531405	5.551151	-0.019746	True
494	2.794078	2.819596	-0.025518	True
495	2.794078	2.819596	-0.025518	True
496	5.819781	5.850317	-0.030535	True
497	6.876515	9.784207	-2.907691	True
498	5.819781	5.850317	-0.030535	True
499	16.314861	15.971928	0.342933	False
500	10.558762	10.598017	-0.039255	True
501	2.794078	2.819596	-0.025518	True
502	6.876515	9.784207	-2.907691	True
503	2.794078	2.819596	-0.025518	True
504	2.794078	2.819596	-0.025518	True
505	6.284607	5.995358	0.289248	False
506	10.246519	10.252413	-0.005894	True
507	10.882154	10.609066	0.273089	False
508	5.545792	5.601623	-0.055831	True
509	15.872712	15.596220	0.276492	False
510	18.071453	18.142441	-0.070988	True
511	6.090844	6.115529	-0.024685	True
512	1.681559	1.681452	0.000106	False
513	11.513635	11.417991	0.095643	False
514	15.744847	15.621703	0.123144	False
515	2.658175	2.684329	-0.026154	True
516	5.531405	5.551151	-0.019746	True
517	11.331311	11.344078	-0.012767	True
518	7.341305	6.807992	0.533314	False
519	2.794078	2.819596	-0.025518	True
520	2.794078	2.819596	-0.025518	True
521	2.794078	2.819596	-0.025518	True
522	6.090844	6.115529	-0.024685	True
523	8.841840	8.896180	-0.054340	True
524	2.794078	2.819596	-0.025518	True
525	2.794078	2.819596	-0.025518	True
526	2.794078	2.819596	-0.025518	True
527	2.794078	2.819596	-0.025518	True
528	2.794078	2.819596	-0.025518	True
529	5.531405	5.551151	-0.019746	True
530	2.794078	2.819596	-0.025518	True
531	2.794078	2.819596	-0.025518	True
532	2.794078	2.819596	-0.025518	True
533	2.794078	2.819596	-0.025518	True
534	2.794078	2.819596	-0.025518	True
535	6.006206	6.030266	-0.024060	True
536	6.737425	6.749790	-0.012365	True
537	11.661748	11.656951	0.004797	False
538	1.386294	1.386295	-0.000000	True
539	14.090051	14.044141	0.045910	False
540	10.723566	10.396877	0.326689	False
541	13.293315	13.639388	-0.346072	True
542	7.751399	7.781052	-0.029653	True
543	5.819781	5.850317	-0.030535	True
544	2.794078	2.819596	-0.025518	True
545	6.006206	6.030266	-0.024060	True
546	6.774787	6.661525	0.113262	False
547	2.794078	2.819596	-0.025518	True
548	6.698171	6.728639	-0.030468	True
549	2.794078	2.819596	-0.025518	True
550	2.794078	2.819596	-0.025518	True
551	2.794078	2.819596	-0.025518	True
552	2.794078	2.819596	-0.025518	True
553	2.794078	2.819596	-0.025518	True
554	16.667960	16.682867	-0.014906	True
555	6.006206	6.030266	-0.024060	True
556	2.794078	2.819596	-0.025518	True
557	9.310244	9.026079	0.284165	False
558	16.118994	16.220330	-0.101336	True
559	20.333219	20.165606	0.167613	False
560	17.720444	17.730186	-0.009742	True
561	16.469005	16.671477	-0.202472	True
562	13.923153	13.906113	0.017040	False
563	2.794078	2.819596	-0.025518	True
564	2.794078	2.819596	-0.025518	True
565	12.975084	12.855596	0.119487	False
566	5.545792	5.601623	-0.055831	True
567	8.790896	8.793869	-0.002973	True
568	16.168071	16.499276	-0.331205	True
569	22.979082	22.628239	0.350843	False
570	2.794078	2.819596	-0.025518	True
571	11.048216	11.085353	-0.037137	True
572	2.794078	2.819596	-0.025518	True
573	8.995361	9.024192	-0.028831	True
574	2.794078	2.819596	-0.025518	True
575	10.558762	10.598017	-0.039255	True
576	8.790896	8.793869	-0.002973	True
577	8.253879	8.303064	-0.049185	True
578	8.995361	9.024192	-0.028831	True
579	2.794078	2.819596	-0.025518	True
580	2.794078	2.819596	-0.025518	True
581	6.006206	6.030266	-0.024060	True
582	2.794078	2.819596	-0.025518	True
583	5.819781	5.850317	-0.030535	True
584	9.675021	9.719088	-0.044067	True
585	2.794078	2.819596	-0.025518	True
586	2.794078	2.819596	-0.025518	True
587	5.531405	5.551151	-0.019746	True
588	2.616577	2.641154	-0.024577	True
589	6.284607	5.995358	0.289248	False
590	2.794078	2.819596	-0.025518	True
591	2.794078	2.819596	-0.025518	True
592	2.794078	2.819596	-0.025518	True
593	2.794078	2.819596	-0.025518	True
594	2.794078	2.819596	-0.025518	True
595	2.794078	2.819596	-0.025518	True
596	2.794078	2.819596	-0.025518	True
597	2.794078	2.819596	-0.025518	True
598	2.794078	2.819596	-0.025518	True
599	2.794078	2.819596	-0.025518	True
600	2.794078	2.819596	-0.025518	True
601	2.794078	2.819596	-0.025518	True
602	2.794078	2.819596	-0.025518	True
603	6.737425	6.749790	-0.012365	True
604	8.389829	8.404947	-0.015118	True
605	2.794078	2.819596	-0.025518	True
606	2.794078	2.819596	-0.025518	True
607	6.737425	6.749790	-0.012365	True
608	10.203696	10.152413	0.051283	False
609	2.794078	2.819596	-0.025518	True
610	2.794078	2.819596	-0.025518	True
611	2.794078	2.819596	-0.025518	True
612	2.794078	2.819596	-0.025518	True
613	10.291603	9.964339	0.327264	False
614	2.794078	2.819596	-0.025518	True
615	5.531405	5.551151	-0.019746	True
616	2.794078	2.819596	-0.025518	True
617	7.281431	7.294697	-0.013266	True
618	8.995361	9.024192	-0.028831	True
619	2.794078	2.819596	-0.025518	True
620	2.794078	2.819596	-0.025518	True
621	2.794078	2.819596	-0.025518	True
622	2.794078	2.819596	-0.025518	True
623	2.794078	2.819596	-0.025518	True
624	2.794078	2.819596	-0.025518	True
625	7.737843	7.635370	0.102473	False
626	12.921096	12.656338	0.264758	False
627	6.006206	6.030266	-0.024060	True
628	2.794078	2.819596	-0.025518	True
629	5.531405	5.551151	-0.019746	True
630	2.794078	2.819596	-0.025518	True
631	2.794078	2.819596	-0.025518	True
632	2.794078	2.819596	-0.025518	True
633	2.794078	2.819596	-0.025518	True
634	13.451449	13.477224	-0.025776	True
635	6.764234	6.761036	0.003199	False
636	2.794078	2.819596	-0.025518	True
637	2.794078	2.819596	-0.025518	True
638	2.794078	2.819596	-0.025518	True
639	2.794078	2.819596	-0.025518	True
640	2.794078	2.819596	-0.025518	True
641	2.794078	2.819596	-0.025518	True
642	2.794078	2.819596	-0.025518	True
643	2.794078	2.819596	-0.025518	True
644	2.794078	2.819596	-0.025518	True
645	2.794078	2.819596	-0.025518	True
646	2.794078	2.819596	-0.025518	True
647	2.794078	2.819596	-0.025518	True
648	2.794078	2.819596	-0.025518	True
649	2.794078	2.819596	-0.025518	True
650	2.794078	2.819596	-0.025518	True
651	2.794078	2.819596	-0.025518	True
652	2.794078	2.819596	-0.025518	True
653	2.794078	2.819596	-0.025518	True
654	2.794078	2.819596	-0.025518	True
655	2.794078	2.819596	-0.025518	True
656	2.794078	2.819596	-0.025518	True
657	2.794078	2.819596	-0.025518	True
658	2.794078	2.819596	-0.025518	True
659	2.794078	2.819596	-0.025518	True
660	2.794078	2.819596	-0.025518	True
661	6.284607	5.995358	0.289248	False
662	2.794078	2.819596	-0.025518	True
663	9.150949	9.118013	0.032936	False
664	8.235069	8.224391	0.010678	False
665	12.851636	12.607163	0.244473	False
666	7.856222	7.858406	-0.002185	True
667	2.794078	2.819596	-0.025518	True
668	6.737425	6.749790	-0.012365	True
669	14.302628	14.386064	-0.083436	True
670	9.685379	9.356223	0.329156	False
671	19.238166	18.863539	0.374627	False
672	10.718065	10.591028	0.127038	False
673	5.545792	5.601623	-0.055831	True
674	9.613824	12.515347	-2.901523	True
675	9.104794	9.104563	0.000231	False
676	2.794078	2.819596	-0.025518	True
677	15.062526	15.138483	-0.075957	True
678	6.196371	6.180471	0.015900	False
679	5.531405	5.551151	-0.019746	True
680	6.764234	6.761035	0.003199	False
681	6.090844	6.115529	-0.024685	True
682	8.723215	8.741830	-0.018614	True
683	19.652183	19.512234	0.139949	False
684	12.738861	12.441217	0.297644	False
685	7.341305	6.807992	0.533314	False
686	12.479859	12.193869	0.285990	False
687	18.539480	18.849041	-0.309560	True
688	6.006206	6.030266	-0.024060	True
689	9.310244	9.026079	0.284165	False
690	9.512114	9.393080	0.119035	False
691	2.794078	2.819596	-0.025518	True
